City,Latitude,Longitude,Country,Date,Max Temperature (F),Humidity %,Cloudiness %,Wind (mph)
Kerema,-7.96,145.78,PG,1572374154,73.74,91,100,3.6
Guadalupe y Calvo,26.09,-106.96,MX,1572374154,64.81,26,0,6.82
Sovetsk,55.08,21.89,RU,1572374155,39.0,84,48,8.46
Belokurikha,52.0,84.99,RU,1572374155,46.31,74,93,7.18
Shaoyang,27.23,111.45,CN,1572374155,57.51,64,0,1.5
Amahai,-3.31,129.0,ID,1572374155,80.01,98,97,5.23
Biak,-0.91,122.88,ID,1572374156,80.94,73,55,11.36
Orange Walk,17.93,-76.27,JM,1572374156,89.6,59,20,19.46
Hatton,6.89,80.6,LK,1572374156,68.11,93,100,2.77
Yavaros,26.7,-109.52,MX,1572374156,87.01,40,0,4.0
Surt,31.21,16.59,LY,1572374157,70.54,64,94,9.37
Presidente Epitacio,-21.76,-52.12,BR,1572374157,90.25,39,51,6.38
Moose Factory,51.26,-80.61,CA,1572374157,35.6,93,90,9.17
Sturgeon Bay,44.83,-87.38,US,1572374157,41.0,56,75,6.93
Santiago de Compostela,42.88,-8.55,ES,1572374158,66.99,100,90,3.36
Barabinsk,55.35,78.35,RU,1572374158,30.02,78,68,4.68
Ust-Uda,54.17,103.03,RU,1572374158,40.32,84,98,15.17
Kiruna,67.86,20.23,SE,1572374159,15.8,72,81,8.05
Nizhniy Chir,48.36,43.08,RU,1572374159,51.37,75,100,4.92
Trat,12.25,102.51,TH,1572374159,84.0,74,69,4.97
Hegang,47.34,130.28,CN,1572374159,30.81,80,1,8.03
Tarakan,3.3,117.63,ID,1572374159,79.86,81,42,1.01
Kouango,4.99,19.98,CF,1572374160,70.81,91,87,3.13
Chitipa,-9.7,33.27,MW,1572374160,70.57,31,0,2.26
Kuryk,43.18,51.68,KZ,1572374160,61.41,84,0,13.73
Bose,45.46,8.01,IT,1572374160,62.01,100,75,2.24
Upington,-28.46,21.24,ZA,1572374161,62.6,9,8,5.82
Zhuanghe,39.7,122.97,CN,1572374161,59.0,23,0,1.99
Paka,4.15,15.03,CF,1572374161,68.77,97,94,1.57
Tsabong,-26.02,22.4,BW,1572374161,65.37,5,0,10.31
Novorzhev,57.03,29.33,RU,1572374162,30.76,91,99,7.49
Edd,13.93,41.69,ER,1572374162,85.15,41,52,8.25
Sergeyevka,53.88,67.42,KZ,1572374162,38.07,79,81,4.81
Plettenberg Bay,-34.05,23.37,ZA,1572374162,57.11,66,43,12.08
Kaseda,31.42,130.32,JP,1572374163,55.0,100,0,4.0
Muzhi,65.4,64.7,RU,1572374163,18.25,77,0,16.75
Tomatlan,19.93,-105.25,MX,1572374163,85.53,49,0,4.03
Linxia,35.6,103.21,CN,1572374163,36.82,36,31,1.1
Sonepur,25.7,85.16,IN,1572374164,71.6,94,40,5.23
Mnogovershinnyy,53.94,139.92,RU,1572374164,35.13,95,100,3.44
Amga,60.89,131.98,RU,1572374164,9.84,94,7,2.37
Safranbolu,41.25,32.69,TR,1572374164,46.15,93,9,2.37
Sinop,42.03,35.15,TR,1572374165,59.29,84,32,4.63
Okhotsk,59.36,143.24,RU,1572374165,32.77,85,100,6.4
Normandin,48.84,-72.53,CA,1572374165,57.2,71,75,9.17
Opportunity,46.11,-112.83,US,1572374226,16.0,60,1,4.7
Yar-Sale,66.83,70.83,RU,1572374227,15.55,82,63,20.29
Zemio,5.02,25.13,CF,1572374227,72.61,78,26,2.48
Kaeo,-35.1,173.78,NZ,1572374228,48.99,100,1,16.49
Nouadhibou,20.93,-17.03,MR,1572374229,80.6,57,0,16.11
Flekkefjord,58.3,6.66,NO,1572374229,44.01,79,0,1.99
Mpraeso,6.6,-0.73,GH,1572374230,73.47,90,31,2.19
Narni,42.52,12.52,IT,1572374230,63.0,93,20,2.13
Yamnytsya,48.99,24.71,UA,1572374230,42.8,75,75,6.71
Aginskoye,51.11,114.54,RU,1572374232,31.87,81,56,6.53
Aitape,-3.15,142.36,PG,1572374232,81.72,78,100,4.83
Ugoofaaru,5.67,73.0,MV,1572374233,76.33,90,100,13.31
Urusha,54.05,122.9,RU,1572373985,19.22,92,91,1.74
Lilongwe,-13.97,33.79,MW,1572374233,75.88,34,15,4.41
Boyolangu,-8.09,111.9,ID,1572374233,70.72,94,70,4.52
Cheney,47.49,-117.58,US,1572374234,30.2,38,1,6.93
Selma,32.41,-87.02,US,1572374234,73.4,60,99,3.36
Talara,-4.58,-81.27,PE,1572374234,62.6,100,27,13.87
Barghat,22.03,79.74,IN,1572374235,70.79,86,96,4.34
Imbituba,-28.24,-48.67,BR,1572374235,80.6,74,75,40.26
South Valley,35.01,-106.68,US,1572374235,57.99,23,1,4.7
Kyabe,9.45,18.94,TD,1572374235,78.17,60,34,3.78
Benxi,41.29,123.76,CN,1572374236,37.4,55,0,8.95
Zavetnoye,47.12,43.89,RU,1572374236,51.53,60,84,2.95
Abu Samrah,35.3,37.18,SY,1572374236,63.97,73,25,11.77
Wattegama,7.35,80.68,LK,1572374237,71.82,97,100,1.36
Otane,-39.89,176.62,NZ,1572374237,44.01,92,0,3.11
Turochak,52.26,87.12,RU,1572374238,45.55,82,100,8.21
Songadh,21.71,71.89,IN,1572374238,82.09,72,88,1.88
Sakaiminato,35.55,133.23,JP,1572374239,59.0,87,75,4.7
Gaoua,10.33,-3.18,BF,1572374239,84.11,54,18,5.97
Ban Dung,17.7,103.25,TH,1572374239,67.53,71,0,5.64
Kapuskasing,49.42,-82.43,CA,1572374239,37.4,77,40,5.82
Dover,39.16,-75.52,US,1572374141,66.2,77,90,1.48
San Ramon de la Nueva Oran,-23.13,-64.33,AR,1572374240,105.19,23,0,6.51
Rosetta,31.4,30.42,EG,1572374241,73.4,64,40,5.82
Tutoia,-2.76,-42.27,BR,1572374241,87.8,62,20,20.8
Kroya,-6.5,108.06,ID,1572374241,76.05,79,72,3.49
Quang Ngai,15.12,108.8,VN,1572374010,75.85,87,100,22.97
Roald,62.58,6.12,NO,1572374242,41.0,86,75,11.41
Hirna,9.22,41.1,ET,1572374242,59.38,32,83,6.38
Garzon,47.81,-3.64,FR,1572374243,55.99,93,90,11.41
Acapulco,16.86,-99.88,MX,1572374091,87.8,62,40,8.05
Iranduba,-3.28,-60.19,BR,1572374244,89.6,55,40,2.24
Hauterive,49.18,-68.27,CA,1572374244,53.6,93,90,6.93
Porto Seguro,-16.44,-39.06,BR,1572374245,84.2,62,40,14.99
Nara,34.68,135.8,JP,1572374245,62.6,93,31,5.82
Bell Ville,-32.63,-62.69,AR,1572374245,84.0,34,51,11.01
Iturama,-19.73,-50.2,BR,1572374246,93.96,32,14,3.44
Bada,7.45,3.75,NG,1572374307,74.12,92,83,4.34
Orhei,47.39,28.83,MD,1572374307,50.0,81,75,5.82
Lincoln,53.23,-0.54,GB,1572374213,46.4,87,40,9.17
Ilebo,-4.33,20.59,CD,1572374308,71.28,90,100,2.26
Winneba,5.35,-0.62,GH,1572374308,78.8,88,20,10.29
Dudinka,69.41,86.18,RU,1572374308,-4.01,83,40,6.71
Bumba,2.18,22.47,CD,1572374308,71.98,93,80,1.41
Tacna,-18.01,-70.25,PE,1572374231,69.8,49,52,9.17
Srivardhan,18.03,73.02,IN,1572374050,78.26,88,11,3.4
Chifeng,42.27,118.96,CN,1572374309,40.17,39,4,11.16
George,-15.35,34.83,MW,1572374309,85.46,19,4,5.08
Pauini,-7.71,-67.0,BR,1572374310,94.57,42,58,3.33
Pitanga,-24.76,-51.76,BR,1572374310,84.92,59,24,1.63
San Ignacio,-5.15,-79.0,PE,1572374310,75.07,78,18,3.6
De-Kastri,51.48,140.77,RU,1572374310,45.75,87,100,7.92
Sao Felix do Xingu,-6.64,-51.99,BR,1572374311,81.41,71,100,3.22
Jurmala,56.97,23.77,LV,1572374311,32.0,62,40,2.24
Najran,17.54,44.22,SA,1572374311,75.2,17,28,6.93
Black Diamond,50.69,-114.23,CA,1572374312,21.99,56,1,6.29
Hatillo,18.49,-66.83,PR,1572374312,86.0,83,90,13.87
Choma,-16.81,26.98,ZM,1572374312,80.8,17,21,6.24
Bukachacha,52.99,116.91,RU,1572374313,28.89,98,100,4.23
Noumea,-22.28,166.46,NC,1572374313,73.99,82,75,2.24
Juneau,58.3,-134.42,US,1572374313,42.8,93,90,14.99
Itambe,-15.24,-40.62,BR,1572374313,82.78,49,54,8.01
Omboue,-1.57,9.26,GA,1572374313,75.92,86,83,4.05
Kholtoson,50.3,103.31,RU,1572374314,31.77,73,67,4.61
Tabou,4.42,-7.36,CI,1572374314,74.52,97,100,2.3
Leek,53.11,-2.02,GB,1572374314,46.0,81,75,5.82
Tahoua,14.89,5.26,NE,1572374315,82.4,58,40,6.93
Tucuman,-17.17,-70.89,PE,1572374315,72.03,13,13,12.93
Rodeo,25.18,-104.56,MX,1572374315,76.71,33,0,11.5
Seddon,-37.81,144.89,AU,1572374315,62.6,72,74,13.87
Rio Brilhante,-21.8,-54.54,BR,1572374316,103.28,21,17,6.51
Yanam,16.73,82.22,IN,1572374316,82.4,83,20,4.7
Nizhniy Odes,63.64,54.86,RU,1572374105,24.57,86,100,9.62
Somerset East,-32.72,25.59,ZA,1572374316,47.41,45,0,8.61
Panzhihua,26.59,101.72,CN,1572374317,55.42,85,33,0.74
Hattiesburg,31.33,-89.29,US,1572374317,66.99,77,90,8.05
Umuahia,5.53,7.5,NG,1572374317,75.85,90,19,4.59
Topeka,39.05,-95.68,US,1572374317,37.99,69,90,6.93
Otradnoye,59.77,30.8,RU,1572374317,32.0,94,90,11.18
Batamshinskiy,50.56,58.27,KZ,1572374318,46.4,81,25,4.47
Meadow Lake,54.13,-108.44,CA,1572374318,19.4,62,20,13.87
Puerto Leguizamo,-0.19,-74.78,CO,1572374318,95.9,39,49,2.68
Marsa Matruh,31.35,27.25,EG,1572374318,71.6,64,0,8.05
Ongandjera,-17.88,15.07,NA,1572374318,89.71,12,0,5.41
Araouane,18.9,-3.53,ML,1572374319,82.44,14,0,9.44
Oil City,41.43,-79.71,US,1572374319,70.0,63,75,14.99
Ukiah,39.15,-123.21,US,1572374319,63.0,19,3,5.99
Ankang,32.73,108.99,CN,1572374319,53.58,79,94,2.55
Ishim,56.11,69.47,RU,1572374319,31.62,67,100,1.61
Mingguang,32.78,118.01,CN,1572374320,55.4,31,0,6.31
Lima,-12.06,-77.04,PE,1572374320,66.2,77,90,5.82
Camacha,33.08,-16.33,PT,1572374381,75.2,88,75,8.05
Bitung,1.44,125.19,ID,1572374381,75.2,94,40,1.05
Ituiutaba,-18.97,-49.46,BR,1572374382,91.74,37,11,4.68
Antofagasta,-23.65,-70.4,CL,1572374382,62.6,67,40,18.34
Santa Rosa,-36.62,-64.29,AR,1572374213,78.39,28,6,7.76
Ardakan,32.31,54.02,IR,1572374382,66.2,39,0,4.7
Balkanabat,39.51,54.36,TM,1572374383,58.26,55,0,4.45
Hirado,33.32,129.49,JP,1572374383,64.0,63,20,11.41
San Ramon,12.92,-85.84,NI,1572374383,78.8,61,40,9.17
Dabhol,17.6,73.17,IN,1572374383,81.66,84,17,8.88
Monywa,22.12,95.13,MM,1572374383,77.85,81,22,2.44
Malanje,-9.54,16.35,AO,1572374384,68.83,91,57,4.99
Ketou,7.36,2.6,BJ,1572374384,76.98,88,73,5.37
Weiser,44.25,-116.97,US,1572374384,35.6,16,1,12.75
Winona,43.21,-79.65,CA,1572374384,66.2,72,75,13.87
Tessaoua,13.76,7.99,NE,1572374385,87.94,32,95,2.8
Terenos,-20.44,-54.87,BR,1572374385,95.0,39,75,14.99
Nenjiang,49.17,125.23,CN,1572374385,28.8,82,67,6.53
Brae,60.4,-1.35,GB,1572374385,41.0,86,69,3.36
Pitsunda,43.16,40.34,GE,1572374386,57.2,93,40,2.24
Lucapa,-8.42,20.74,AO,1572374386,70.88,91,87,3.76
Linhares,-19.38,-40.06,BR,1572374386,85.71,53,63,11.74
Jaisinghnagar,23.63,78.57,IN,1572374387,70.61,80,53,3.09
Paramonga,-10.68,-77.82,PE,1572374387,60.73,87,52,10.04
Calama,-22.46,-68.93,CL,1572374387,78.01,7,2,26.4
Lobva,59.19,60.52,RU,1572374388,23.52,75,0,6.6
Sadove,46.25,30.18,UA,1572374388,50.0,93,40,4.47
Phan Thiet,10.93,108.1,VN,1572374388,72.54,92,100,4.56
Takaungu,-3.68,39.86,KE,1572374388,80.6,83,40,5.82
Safonovo,55.11,33.24,RU,1572374388,34.81,96,67,8.23
Requena,39.49,-1.1,ES,1572374389,68.0,77,21,1.12
Oranjestad,12.52,-70.03,AW,1572374389,87.8,66,20,18.34
Mandan,46.83,-100.89,US,1572374389,23.0,57,90,21.92
Taitung,22.76,121.15,TW,1572374389,56.16,94,97,2.1
Mgandu,-5.96,34.11,TZ,1572374389,73.09,39,72,3.2
Jardim,-21.48,-56.15,BR,1572374390,105.33,20,0,8.72
Shwebo,22.57,95.7,MM,1572374390,75.72,84,13,2.98
Fort-Shevchenko,44.51,50.26,KZ,1572374390,57.04,45,29,10.54
Macheng,31.18,115.03,CN,1572374391,57.02,39,0,2.86
Dalvik,57.79,14.13,SE,1572374391,36.0,92,0,3.36
Shunyi,40.13,116.65,CN,1572374391,54.0,86,0,4.47
Zhigalovo,54.81,105.15,RU,1572374392,38.32,87,100,14.34
Belfast,54.6,-5.93,GB,1572374392,48.99,75,29,6.93
Tomohon,1.33,124.84,ID,1572374392,75.2,94,40,1.05
Winnetka,42.11,-87.74,US,1572374392,42.01,72,90,4.7
Twentynine Palms,34.14,-116.05,US,1572374393,68.0,16,1,8.05
Venustiano Carranza,19.42,-99.11,MX,1572374393,75.2,46,75,5.82
Avon Lake,41.51,-82.02,US,1572374393,62.6,58,90,11.41
Deloraine,-41.53,146.66,AU,1572374393,48.99,87,75,11.41
Muscat,23.6,58.55,OM,1572374295,82.4,74,2,6.93
Zhanakorgan,43.91,67.25,KZ,1572374394,56.17,30,91,4.47
Araci,-11.34,-38.96,BR,1572374394,90.39,35,94,17.6
Chachapoyas,-6.23,-77.87,PE,1572374394,64.92,88,62,3.83
Laerdalsoyri,61.1,7.48,NO,1572374395,30.99,100,20,10.29
Singaraja,-8.11,115.08,ID,1572374395,80.64,68,52,8.66
Guisa,20.25,-76.54,CU,1572374395,89.6,55,40,16.11
Chara,39.42,22.43,GR,1572374456,60.8,87,0,5.82
Uglerodovskiy,48.15,40.06,RU,1572374457,49.23,85,100,5.53
Damghan,36.17,54.34,IR,1572374457,61.34,46,25,3.78
Macusani,-14.07,-70.43,PE,1572374457,49.3,49,96,10.38
Khasan,42.43,130.64,RU,1572374457,37.31,64,0,5.7
Katherine,-14.47,132.26,AU,1572374457,80.6,42,90,5.82
Canto do Buriti,-8.11,-42.94,BR,1572374458,95.7,24,31,8.68
Talusan,14.24,122.77,PH,1572374458,78.24,89,100,5.68
Recodo,13.03,121.49,PH,1572374458,78.08,85,77,8.25
Port-Gentil,-0.72,8.78,GA,1572374213,82.4,78,20,8.05
Soller,50.73,6.56,DE,1572374459,48.0,75,20,8.05
Raudeberg,61.99,5.14,NO,1572374460,41.0,86,75,10.36
Kasamwa,-2.84,32.42,TZ,1572374460,68.68,83,94,6.89
Pleszew,51.9,17.79,PL,1572374461,44.01,92,68,5.95
Marquette,46.54,-87.4,US,1572374462,42.01,64,5,9.17
Arica,-18.48,-70.32,CL,1572374465,69.8,56,98,12.75
Lagos,6.46,3.39,NG,1572374465,80.6,78,20,2.24
Nosy Varika,-20.58,48.53,MG,1572374465,73.17,92,28,3.76
Fare,-16.7,-151.02,PF,1572374465,79.3,78,54,11.99
Playas,-2.64,-80.39,EC,1572374466,73.87,73,56,14.34
Sheltozero,61.37,35.37,RU,1572374466,33.01,59,83,2.06
İstisu,40.95,48.07,AZ,1572374466,53.6,76,75,3.36
Pemba,-12.97,40.52,MZ,1572374467,77.0,83,20,14.99
Ambanja,-13.68,48.45,MG,1572374467,78.73,76,9,2.55
Orchard Homes,46.86,-114.05,US,1572374468,18.0,56,1,4.7
Pangoa,-12.12,-73.0,PE,1572374468,91.36,42,82,4.38
Potsdam,52.4,13.06,DE,1572374287,45.0,86,11,2.24
Miandrivazo,-19.53,45.46,MG,1572374468,80.98,70,74,9.28
Mehran,33.12,46.17,IR,1572374468,51.8,87,0,4.7
Salem,44.94,-123.03,US,1572374469,45.0,22,1,11.41
Douglas,58.28,-134.39,US,1572374469,42.8,93,90,14.99
Beaverlodge,55.21,-119.43,CA,1572374469,15.8,92,75,5.61
Sayhat,26.49,50.04,SA,1572374469,87.8,62,0,10.29
Annonay,45.24,4.67,FR,1572374470,59.0,87,67,12.75
Stutterheim,-32.57,27.43,ZA,1572374470,60.8,55,0,19.46
Saint-Paul,45.22,1.9,FR,1572374470,62.01,87,47,1.12
Beidao,34.57,105.89,CN,1572374471,47.3,73,0,2.24
Vanderhoof,54.02,-124.02,CA,1572374471,30.13,34,95,2.75
Tsurib,42.24,46.83,RU,1572374471,27.99,83,94,4.41
Ntchisi,-13.36,33.92,MW,1572374471,75.34,33,46,3.18
Aktau,43.65,51.16,KZ,1572374471,53.6,93,75,8.95
Nkwerre,5.75,7.12,NG,1572374472,75.97,89,83,5.77
Tripoli,37.51,22.37,GR,1572374472,69.01,77,0,5.82
Chernyanka,50.94,37.8,RU,1572374472,42.8,72,72,6.89
Nichinan,31.65,131.31,JP,1572374473,55.0,100,38,4.0
Surab,28.49,66.26,PK,1572374473,57.25,38,0,1.1
Goya,-29.14,-59.27,AR,1572374473,94.8,49,0,8.86
Alyangula,-13.85,136.42,AU,1572374474,71.6,94,8,3.62
Hammerfest,70.66,23.68,NO,1572374474,32.0,79,75,20.8
Tereze,43.94,42.44,RU,1572374474,51.8,76,90,4.47
Rong Kwang,18.34,100.32,TH,1572374474,68.56,97,11,1.92
Vernon,50.27,-119.27,CA,1572374475,33.01,31,1,2.24
Kannur,11.88,75.37,IN,1572374475,80.6,88,75,2.24
Lae,-6.72,146.98,PG,1572374475,62.53,82,100,4.27
Trairi,-3.28,-39.27,BR,1572374475,91.35,33,0,13.82
Igra,57.55,53.1,RU,1572374536,27.0,66,40,1.72
Killin,33.61,-91.74,US,1572374537,66.2,68,1,6.93
Birjand,32.86,59.22,IR,1572374537,53.6,50,0,4.7
Tieling,42.29,123.84,CN,1572374537,40.66,37,0,11.1
Jizan,16.89,42.56,SA,1572374538,87.8,66,20,6.93
Baie-Saint-Paul,47.44,-70.51,CA,1572374538,46.99,93,100,8.01
Tobermory,45.25,-81.67,CA,1572374538,48.99,77,84,1.01
Ambon,47.55,-2.56,FR,1572374538,55.99,100,90,5.82
Paraiso,-0.03,-51.17,BR,1572374538,95.0,36,20,17.22
Valdosta,30.83,-83.28,US,1572374539,77.0,100,75,8.21
Pietermaritzburg,-29.6,30.38,ZA,1572374539,66.99,91,100,2.68
Spirit River,55.78,-118.84,CA,1572374539,19.99,92,75,5.21
Sopot,42.65,24.76,BG,1572374539,53.6,57,5,2.24
Meridian,43.61,-116.39,US,1572374379,35.6,42,1,8.05
Srikakulam,18.29,83.89,IN,1572374540,75.38,87,14,2.53
Sri Aman,1.24,111.46,MY,1572374540,73.4,100,93,0.27
Dedougou,12.47,-3.47,BF,1572374541,90.19,32,64,2.44
Baherden,38.44,57.43,TM,1572374541,58.98,31,43,4.05
Tarragona,41.12,1.25,ES,1572374541,66.0,100,67,3.83
Santa Maria do Suacui,-18.19,-42.41,BR,1572374542,86.27,37,0,7.23
Niono,14.25,-5.99,ML,1572374542,90.59,14,0,8.21
Mackenzie,55.34,-123.09,CA,1572374542,24.8,58,1,13.87
Dole,47.09,5.49,FR,1572374543,51.01,93,90,6.93
Capaci,38.17,13.24,IT,1572374543,73.0,77,20,4.7
Ozernovskiy,51.5,156.52,RU,1572374544,38.48,92,25,0.83
Luangwa,-15.62,30.4,MZ,1572374544,90.41,18,13,5.35
Tabory,53.89,19.53,PL,1572374544,37.99,78,62,1.01
Ouagadougou,12.37,-1.53,BF,1572374545,91.4,41,20,4.7
General Bravo,25.79,-99.18,MX,1572374545,89.08,46,0,12.66
Bahia de Caraquez,-0.6,-80.42,EC,1572374545,78.8,78,75,6.93
Liverpool,53.41,-2.98,GB,1572374397,46.99,87,20,12.75
Isabela,10.2,122.99,PH,1572374546,72.93,87,100,2.15
Pfullendorf,47.92,9.25,DE,1572374546,46.99,87,90,10.29
Tafalla,42.53,-1.67,ES,1572374546,66.2,77,20,2.24
Polunochnoye,60.87,60.43,RU,1572374546,20.43,81,58,7.23
Asyut,27.18,31.19,EG,1572374547,68.54,29,100,8.61
Kourou,5.16,-52.64,GF,1572374547,91.4,52,21,12.75
Isla Mujeres,21.23,-86.73,MX,1572374547,87.8,70,75,12.75
White Center,47.52,-122.36,US,1572374548,46.0,17,1,6.93
Acajutla,13.59,-89.83,SV,1572374548,86.0,62,20,2.24
Ca Mau,9.18,105.15,VN,1572374548,75.06,90,85,1.72
Xining,36.62,101.77,CN,1572374548,34.48,37,64,4.0
Salym,60.06,71.48,RU,1572374549,17.96,90,0,8.43
Riviere-au-Renard,49.0,-64.4,CA,1572374549,48.2,76,90,5.82
Palafrugell,41.92,3.16,ES,1572374549,64.0,88,100,2.24
Gorin,12.34,-0.67,BF,1572374549,91.9,32,40,5.75
Labytnangi,66.66,66.39,RU,1572374550,16.86,82,77,19.95
Exeter,50.73,-3.53,GB,1572374550,51.01,87,75,11.41
Aquiraz,-3.9,-38.39,BR,1572374550,86.0,51,20,18.34
Pedernales,0.07,-80.05,EC,1572374551,79.52,70,96,8.93
Seymchan,62.93,152.39,RU,1572374551,15.44,98,83,3.62
Bambanglipuro,-7.95,110.28,ID,1572374551,71.1,94,100,0.45
Mabopane,-25.51,28.07,ZA,1572374613,71.6,18,0,3.36
Emerald,-23.53,148.16,AU,1572374613,71.6,68,99,12.75
Ludvika,60.15,15.18,SE,1572374613,37.4,55,24,5.82
Zangakatun,39.82,45.04,AM,1572374613,53.6,54,20,2.24
Wittelsheim,47.8,7.24,FR,1572374614,48.0,100,90,6.93
Alwar,27.56,76.61,IN,1572374614,77.22,27,100,1.07
Mizan Teferi,6.99,35.58,ET,1572374614,62.13,95,84,3.2
Mao,19.55,-71.08,DO,1572374614,86.0,74,40,11.41
Songea,-10.68,35.65,TZ,1572374614,75.25,32,0,5.82
Busteni,45.4,25.53,RO,1572374615,57.99,85,80,1.36
Teruel,40.34,-1.11,ES,1572374615,60.8,72,2,4.7
Ornskoldsvik,63.29,18.72,SE,1572374615,28.4,73,0,8.05
Bequimao,-2.45,-44.78,BR,1572374615,87.8,58,20,17.22
Ilo,-17.65,-71.34,PE,1572374616,69.8,68,72,9.17
The Pas,53.82,-101.24,CA,1572374616,21.2,79,90,19.46
Cardoso,-20.08,-49.91,BR,1572374616,93.96,38,2,0.69
Orasje,42.95,22.1,RS,1572374616,59.0,67,0,5.82
Kirkland Lake,48.15,-80.03,CA,1572374616,35.6,100,90,10.29
Marsh Harbour,26.54,-77.06,BS,1572374617,80.74,76,37,11.77
Vila,45.18,8.4,IT,1572374617,62.01,100,75,3.36
Papillion,41.15,-96.04,US,1572374617,39.2,74,40,8.05
Chippewa Falls,44.94,-91.39,US,1572374403,43.0,47,40,9.17
Mezen,65.85,44.24,RU,1572374617,24.98,87,98,11.05
Coxim,-18.5,-54.75,BR,1572374618,95.25,34,51,7.07
Edson,53.59,-116.44,CA,1572374618,14.0,66,1,3.36
Floresta,-8.6,-38.57,BR,1572374618,96.19,19,64,16.84
Kostomuksha,64.59,30.6,RU,1572374618,22.12,94,90,4.36
Brigantine,39.41,-74.36,US,1572374618,66.0,88,90,6.93
Maputo,-25.97,32.57,MZ,1572374619,73.4,60,75,13.87
Stayner,44.42,-80.09,CA,1572374619,60.01,72,90,9.17
Cocula,20.37,-103.82,MX,1572374619,81.0,57,40,1.81
Bogorodskoye,52.37,140.44,RU,1572374619,36.5,98,100,2.77
Lichinga,-13.3,35.25,MZ,1572374620,78.46,27,7,5.88
Silifke,36.38,33.93,TR,1572374620,60.66,56,0,6.82
Cessnock,-32.83,151.35,AU,1572374620,60.01,87,71,4.7
Setermoen,68.86,18.35,NO,1572374620,19.4,92,75,9.17
Wilson,35.72,-77.92,US,1572374410,75.2,69,90,3.36
Opunake,-39.45,173.86,NZ,1572374621,48.0,89,30,1.01
Petatlan,17.52,-101.27,MX,1572374621,91.4,52,40,2.64
Progreso,-34.68,-56.22,UY,1572374621,64.99,77,75,10.29
Canico,32.63,-16.85,PT,1572374621,75.2,78,40,6.93
Bull Savanna,17.89,-77.59,JM,1572374622,83.86,60,1,8.23
Marevo,43.57,18.7,BA,1572374622,50.0,87,90,2.24
Bamnet Narong,15.5,101.69,TH,1572374622,74.55,75,14,10.65
Salekhard,66.54,66.62,RU,1572374623,16.86,82,77,19.95
Lingao,19.91,109.69,CN,1572374623,77.09,67,55,18.23
Humaita,-24.93,-65.37,AR,1572374623,98.6,28,20,17.22
Pyshma,56.95,63.25,RU,1572374623,27.72,67,0,2.3
Mount Pleasant,33.16,-94.97,US,1572374586,68.0,82,90,4.79
Libertad,-34.7,-58.68,AR,1572374624,75.99,49,50,13.87
Son La,21.32,103.9,VN,1572374624,58.98,75,2,2.28
Pitimbu,-7.47,-34.81,BR,1572374624,82.4,61,75,17.22
Whitehorse,60.72,-135.06,CA,1572374624,37.4,69,75,11.41
Nikel,69.41,30.21,NO,1572374625,24.8,79,92,20.8
Groningen,53.22,6.57,NL,1572374579,44.01,86,0,3.36
Guntakal,15.16,77.38,IN,1572374625,74.46,83,98,7.49
Fernley,39.61,-119.25,US,1572374625,44.01,23,1,11.41
Kautokeino,69.01,23.04,NO,1572374686,12.58,76,55,4.0
Zunheboto,26.02,94.53,IN,1572374686,58.21,97,8,2.98
Mineiros,-17.57,-52.55,BR,1572374687,90.61,36,31,5.91
Dyshne-Vedeno,42.96,46.12,RU,1572374687,55.4,76,96,4.47
Glazunovka,52.5,36.32,RU,1572374688,40.5,71,27,11.34
Hun,50.34,4.87,BE,1572374688,45.0,87,66,8.05
Tvoroyri,61.56,-6.81,FO,1572374688,44.6,75,97,11.41
Cap-aux-Meules,47.38,-61.86,CA,1572374688,46.4,70,20,4.7
Chibuto,-24.69,33.53,MZ,1572374688,72.19,63,94,13.24
Green River,41.53,-109.47,US,1572374689,6.01,77,90,32.21
Roebourne,-20.77,117.15,AU,1572374689,78.8,28,1,12.57
Lianzhou,24.79,112.38,CN,1572374689,53.02,77,0,4.27
Chimoio,-19.11,33.48,MZ,1572374689,78.8,69,75,15.3
Kaluga,54.51,36.26,RU,1572374689,39.2,93,94,6.71
Panguna,-6.32,155.48,PG,1572374690,69.69,94,100,3.29
Santa Lucia,41.98,12.66,IT,1572374690,64.0,93,100,3.36
Leopold,38.1,-86.58,US,1572374691,62.01,100,90,4.7
Erechim,-27.64,-52.27,BR,1572374691,89.6,58,75,20.8
Hanna,51.64,-111.93,CA,1572374691,25.0,73,0,10.0
Yabelo,4.89,38.09,ET,1572374692,65.8,83,58,13.31
Nikolayevka,46.73,38.57,RU,1572374692,55.4,66,89,4.65
Battipaglia,40.61,14.98,IT,1572374692,66.2,82,20,1.12
Krasnyy Chikoy,50.36,108.75,RU,1572374692,27.05,92,91,3.85
Joao Pinheiro,-17.74,-46.17,BR,1572374693,92.68,29,46,4.85
Hofn,64.25,-15.21,IS,1572374693,46.58,69,100,17.98
Bogande,12.97,-0.14,BF,1572374693,91.24,30,65,4.79
Providencia,1.24,-77.6,CO,1572374693,71.6,68,40,6.93
Soubre,5.79,-6.61,CI,1572374693,76.37,87,99,3.94
Beatrice,40.27,-96.75,US,1572374694,37.0,47,90,4.43
Tumpat,6.2,102.17,MY,1572374694,77.0,88,75,3.36
Oriximina,-1.77,-55.87,BR,1572374694,95.76,38,13,4.23
Mykolayiv,46.97,32.0,UA,1572374695,48.2,93,75,6.71
